tag_id,domain,level,tag_name,path,parent_tag_id,parent_path,source_sheet,representative_companies,level0,level1,level2,level3,level4
e14c65995e9318ae684ce87c072c8fc5,医疗器械,1,辅助设备,医疗器械 / 辅助设备,bc82a4dd30212c9046ba1f61e0ee00a2,医疗器械,产业标签-医疗器械分类及标签,,医疗器械,辅助设备,,,
cfc0c1a12d53dd8f3083ac1aa3bc16e4,医疗器械,1,无源植入物,植入器械/材料 / 无源植入物,609503b3cdf2d685cd6a3b048708665a,植入器械/材料,产业标签-医疗器械分类及标签,,植入器械/材料,无源植入物,,,
29a71c295a3441a804b8ff9f4a321368,医疗器械,1,有源植入物,植入器械/材料 / 有源植入物,609503b3cdf2d685cd6a3b048708665a,植入器械/材料,产业标签-医疗器械分类及标签,,植入器械/材料,有源植入物,,,
34c8f04dba1d4989e45c926453fdcd77,医疗器械,1,制药装备,装备制造 / 制药装备,61bc89d62667b69f5c7f210390ec900e,装备制造,产业标签-医疗器械分类及标签,,装备制造,制药装备,,,
fc157d7371f326272e09b8a6207c89b8,医疗器械,1,血管介入类,高值医用耗材 / 血管介入类,b3c0ee5f0dc5dd5de3efac8d0d99b82d,高值医用耗材,产业标签-医疗器械分类及标签,,高值医用耗材,血管介入类,,,
2e35c8af7572866df01cfd5c5cbb73c8,医疗器械,1,非血管介入类,高值医用耗材 / 非血管介入类,b3c0ee5f0dc5dd5de3efac8d0d99b82d,高值医用耗材,产业标签-医疗器械分类及标签,,高值医用耗材,非血管介入类,,,
2cffe1cc67205186befa315fa13229ae,医疗器械,2,敷料、口罩,低值医用耗材 / 医用卫生材料 / 敷料、口罩,ee242bf5397e99c0cce3552e0e621211,低值医用耗材 / 医用卫生材料,产业标签-医疗器械分类及标签,,低值医用耗材,医用卫生材料,敷料、口罩,,
4216a46dd252b6f89928c0b592a166bb,医疗器械,2,导管、引流袋,低值医用耗材 / 医用高分子制品 / 导管、引流袋,bd5a38ff5f0242aeab054e2e39604794,低值医用耗材 / 医用高分子制品,产业标签-医疗器械分类及标签,,低值医用耗材,医用高分子制品,导管、引流袋,,
9d5bdbcbead7b3df9ab260717a2339e9,医疗器械,2,注射器、输液器,低值医用耗材 / 注射穿刺类 / 注射器、输液器,ba77c88c930694b26d9b61988690f17f,低值医用耗材 / 注射穿刺类,产业标签-医疗器械分类及标签,,低值医用耗材,注射穿刺类,注射器、输液器,,
0fe87047553280fccd789d2b22be337a,医疗器械,2,POCT,医疗器械 / 体外诊断 (IVD) / POCT,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),POCT,,
77b2997d857b07a140c227d880981f5f,医疗器械,2,免疫,医疗器械 / 体外诊断 (IVD) / 免疫,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),免疫,,
13c63eaecd9a3566f432095867824a18,医疗器械,2,分子,医疗器械 / 体外诊断 (IVD) / 分子,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),分子,,
fd84f875bd6a2432834293f471e42057,医疗器械,2,微生物,医疗器械 / 体外诊断 (IVD) / 微生物,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),微生物,,
f3b2e7cc32b7267cffc95b3b94d33af8,医疗器械,2,生化,医疗器械 / 体外诊断 (IVD) / 生化,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),生化,,
8fa2cc4e1ffaf039fe873a3f5c7e1cd8,医疗器械,2,血液、体液,医疗器械 / 体外诊断 (IVD) / 血液、体液,4fef7522015f71afb6340b35c8fd08dc,医疗器械 / 体外诊断 (IVD),产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),血液、体液,,
aa3510c80621daf5b8899ff63c13335d,医疗器械,2,健康检测,医疗器械 / 家用医疗设备 / 健康检测,f31169cd57d72798272775982f109c75,医疗器械 / 家用医疗设备,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,健康检测,,
e493847ebd03cae389d6bc41bb755084,医疗器械,2,助听设备,医疗器械 / 家用医疗设备 / 助听设备,f31169cd57d72798272775982f109c75,医疗器械 / 家用医疗设备,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,助听设备,,
aa29ae805178f00b87aa9561ebc83c6b,医疗器械,2,呼吸治疗,医疗器械 / 家用医疗设备 / 呼吸治疗,f31169cd57d72798272775982f109c75,医疗器械 / 家用医疗设备,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,呼吸治疗,,
d42737cd5da953e3f3b1b6ca5a6e97a2,医疗器械,2,血糖监测,医疗器械 / 家用医疗设备 / 血糖监测,f31169cd57d72798272775982f109c75,医疗器械 / 家用医疗设备,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,血糖监测,,
abbe5c6143917cf4f601f5e4183c179f,医疗器械,2,康复机器人,医疗器械 / 康复设备 / 康复机器人,b6aebeb441109ddba8524ff18d7bee0c,医疗器械 / 康复设备,产业标签-医疗器械分类及标签,,医疗器械,康复设备,康复机器人,,
ec1b3d3475db50a8e17efadcb123a2a8,医疗器械,2,物理治疗设备,医疗器械 / 康复设备 / 物理治疗设备,b6aebeb441109ddba8524ff18d7bee0c,医疗器械 / 康复设备,产业标签-医疗器械分类及标签,,医疗器械,康复设备,物理治疗设备,,
a3749d941477700e1d2cee079b87a85e,医疗器械,2,X射线成像设备,医疗器械 / 影像设备 / X射线成像设备,273821c63287aee6648fb994e7000afb,医疗器械 / 影像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,X射线成像设备,,
e46da8f4c8abc1158849926c101f9666,医疗器械,2,内窥镜检查设备,医疗器械 / 影像设备 / 内窥镜检查设备,273821c63287aee6648fb994e7000afb,医疗器械 / 影像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,内窥镜检查设备,,
34ff3e1bcca9def5d37ef179125cde56,医疗器械,2,核医学检查设备,医疗器械 / 影像设备 / 核医学检查设备,273821c63287aee6648fb994e7000afb,医疗器械 / 影像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,核医学检查设备,,
baee6e381202a4e86d8f21aec27b991e,医疗器械,2,核磁共振设备,医疗器械 / 影像设备 / 核磁共振设备,273821c63287aee6648fb994e7000afb,医疗器械 / 影像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,核磁共振设备,,
b451b3572ca5e8aa18cbaf372fcc338b,医疗器械,2,超声诊断设备,医疗器械 / 影像设备 / 超声诊断设备,273821c63287aee6648fb994e7000afb,医疗器械 / 影像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,超声诊断设备,,
a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械,2,手术机器人,医疗器械 / 治疗设备 / 手术机器人,595a51fb09d488e273eb956aa5214a98,医疗器械 / 治疗设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,,
ecc285928b844552c1f307605220d1e9,医疗器械,2,放射设备,医疗器械 / 治疗设备 / 放射设备,595a51fb09d488e273eb956aa5214a98,医疗器械 / 治疗设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,放射设备,,
7d7a399a5a568e1f61215c35bcb1ce42,医疗器械,2,能量源设备,医疗器械 / 治疗设备 / 能量源设备,595a51fb09d488e273eb956aa5214a98,医疗器械 / 治疗设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,能量源设备,,
eda1d8bdc70099ca7b76e8d796288cdb,医疗器械,2,ECMO,医疗器械 / 生命信息支持设备 / ECMO,823e12ae5fd3cf7c02ab7f72e74fe5c3,医疗器械 / 生命信息支持设备,产业标签-医疗器械分类及标签,,医疗器械,生命信息支持设备,ECMO,,
34c3f93c449895579359d5ccc89e9c67,医疗器械,2,呼吸机,医疗器械 / 生命信息支持设备 / 呼吸机,823e12ae5fd3cf7c02ab7f72e74fe5c3,医疗器械 / 生命信息支持设备,产业标签-医疗器械分类及标签,,医疗器械,生命信息支持设备,呼吸机,,
ad598b90acebabb9dd4d2007b52c05e5,医疗器械,2,监护仪,医疗器械 / 生命信息支持设备 / 监护仪,823e12ae5fd3cf7c02ab7f72e74fe5c3,医疗器械 / 生命信息支持设备,产业标签-医疗器械分类及标签,,医疗器械,生命信息支持设备,监护仪,,
becde677e6609e8fdbe50846da2759cf,医疗器械,2,麻醉机,医疗器械 / 生命信息支持设备 / 麻醉机,823e12ae5fd3cf7c02ab7f72e74fe5c3,医疗器械 / 生命信息支持设备,产业标签-医疗器械分类及标签,,医疗器械,生命信息支持设备,麻醉机,,
e22dffac823ffd0b2cc603733805c328,医疗器械,2,诊断辅助软件,医疗器械 / 辅助设备 / 诊断辅助软件,e14c65995e9318ae684ce87c072c8fc5,医疗器械 / 辅助设备,产业标签-医疗器械分类及标签,,医疗器械,辅助设备,诊断辅助软件,,
61f034e304185e4783b7beb2d92718d6,医疗器械,2,其他植入物,植入器械/材料 / 无源植入物 / 其他植入物,cfc0c1a12d53dd8f3083ac1aa3bc16e4,植入器械/材料 / 无源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,无源植入物,其他植入物,,
36bbb5ed60e4c39a5b6b313a7eaa66f3,医疗器械,2,心血管植入物,植入器械/材料 / 无源植入物 / 心血管植入物,cfc0c1a12d53dd8f3083ac1aa3bc16e4,植入器械/材料 / 无源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,无源植入物,心血管植入物,,
6edd977ec9dd7e63753da06a4a2c4b20,医疗器械,2,骨科植入物,植入器械/材料 / 无源植入物 / 骨科植入物,cfc0c1a12d53dd8f3083ac1aa3bc16e4,植入器械/材料 / 无源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,无源植入物,骨科植入物,,
4bb1a5c1893ec4521fc8afc68b6ddba0,医疗器械,2,听觉植入物,植入器械/材料 / 有源植入物 / 听觉植入物,29a71c295a3441a804b8ff9f4a321368,植入器械/材料 / 有源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,有源植入物,听觉植入物,,
2a1864e9d4cfee5b1e444877572c25ee,医疗器械,2,心室辅助装置,植入器械/材料 / 有源植入物 / 心室辅助装置,29a71c295a3441a804b8ff9f4a321368,植入器械/材料 / 有源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,有源植入物,心室辅助装置,,
4777a16fb718e09de4622fbcc0611cf9,医疗器械,2,心脏节律管理,植入器械/材料 / 有源植入物 / 心脏节律管理,29a71c295a3441a804b8ff9f4a321368,植入器械/材料 / 有源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,有源植入物,心脏节律管理,,
ee99ed69aed356978918f1aa146055b0,医疗器械,2,神经调控设备,植入器械/材料 / 有源植入物 / 神经调控设备,29a71c295a3441a804b8ff9f4a321368,植入器械/材料 / 有源植入物,产业标签-医疗器械分类及标签,,植入器械/材料,有源植入物,神经调控设备,,
c6539e2cf831e60da9eba395245d557c,医疗器械,2,实验室自动化,装备制造 / 制药装备 / 实验室自动化,34c8f04dba1d4989e45c926453fdcd77,装备制造 / 制药装备,产业标签-医疗器械分类及标签,,装备制造,制药装备,实验室自动化,,
a58d7593c4e8a5fe6db2344dd3c2d7ad,医疗器械,2,智慧工厂方案,装备制造 / 制药装备 / 智慧工厂方案,34c8f04dba1d4989e45c926453fdcd77,装备制造 / 制药装备,产业标签-医疗器械分类及标签,,装备制造,制药装备,智慧工厂方案,,
268ed93c38a25fc93202f2f58d9f1f3b,医疗器械,2,生物反应器/系统,装备制造 / 制药装备 / 生物反应器/系统,34c8f04dba1d4989e45c926453fdcd77,装备制造 / 制药装备,产业标签-医疗器械分类及标签,,装备制造,制药装备,生物反应器/系统,,
ba92f3e2613cca3a0d2125aba17dadaf,医疗器械,2,心血管介入,高值医用耗材 / 血管介入类 / 心血管介入,fc157d7371f326272e09b8a6207c89b8,高值医用耗材 / 血管介入类,产业标签-医疗器械分类及标签,,高值医用耗材,血管介入类,心血管介入,,
f754a7a8e5a6b64f9b9f717a82821d76,医疗器械,2,其他介入耗材,高值医用耗材 / 非血管介入类 / 其他介入耗材,2e35c8af7572866df01cfd5c5cbb73c8,高值医用耗材 / 非血管介入类,产业标签-医疗器械分类及标签,,高值医用耗材,非血管介入类,其他介入耗材,,
9c4034132e5f1fbe4e7d721b4c863325,医疗器械,2,内窥镜下耗材,高值医用耗材 / 非血管介入类 / 内窥镜下耗材,2e35c8af7572866df01cfd5c5cbb73c8,高值医用耗材 / 非血管介入类,产业标签-医疗器械分类及标签,,高值医用耗材,非血管介入类,内窥镜下耗材,,
4993946430c5b4973ef55c8a514c16be,医疗器械,3,脱细胞基质软组织创面修复材料,低值医用耗材 / 医用卫生材料 / 敷料、口罩 / 脱细胞基质软组织创面修复材料,2cffe1cc67205186befa315fa13229ae,低值医用耗材 / 医用卫生材料 / 敷料、口罩,产业标签-医疗器械分类及标签,,低值医用耗材,医用卫生材料,敷料、口罩,脱细胞基质软组织创面修复材料,
d2fb80906468473c904f8d09ac52a244,医疗器械,3,藻酸盐敷料,低值医用耗材 / 医用卫生材料 / 敷料、口罩 / 藻酸盐敷料,2cffe1cc67205186befa315fa13229ae,低值医用耗材 / 医用卫生材料 / 敷料、口罩,产业标签-医疗器械分类及标签,,低值医用耗材,医用卫生材料,敷料、口罩,藻酸盐敷料,
c3d818509e825d90590db2b0dd0f86bf,医疗器械,3,袜型医用压力带,低值医用耗材 / 医用卫生材料 / 敷料、口罩 / 袜型医用压力带,2cffe1cc67205186befa315fa13229ae,低值医用耗材 / 医用卫生材料 / 敷料、口罩,产业标签-医疗器械分类及标签,,低值医用耗材,医用卫生材料,敷料、口罩,袜型医用压力带,
663c8107edd85f0e63df232423214fea,医疗器械,3,一次性使用无菌硅胶导尿管,低值医用耗材 / 医用高分子制品 / 导管、引流袋 / 一次性使用无菌硅胶导尿管,4216a46dd252b6f89928c0b592a166bb,低值医用耗材 / 医用高分子制品 / 导管、引流袋,产业标签-医疗器械分类及标签,,低值医用耗材,医用高分子制品,导管、引流袋,一次性使用无菌硅胶导尿管,
fdcb4b5385fdce621cd83087b82a9bb0,医疗器械,3,一次性使用无菌注射器,低值医用耗材 / 注射穿刺类 / 注射器、输液器 / 一次性使用无菌注射器,9d5bdbcbead7b3df9ab260717a2339e9,低值医用耗材 / 注射穿刺类 / 注射器、输液器,产业标签-医疗器械分类及标签,,低值医用耗材,注射穿刺类,注射器、输液器,一次性使用无菌注射器,
3690c39ea5081d7ef00fa1d4bee98d18,医疗器械,3,一次性使用无菌胰岛素注射器,低值医用耗材 / 注射穿刺类 / 注射器、输液器 / 一次性使用无菌胰岛素注射器,9d5bdbcbead7b3df9ab260717a2339e9,低值医用耗材 / 注射穿刺类 / 注射器、输液器,产业标签-医疗器械分类及标签,,低值医用耗材,注射穿刺类,注射器、输液器,一次性使用无菌胰岛素注射器,
cbdfd70071725f0270d81299a00fe446,医疗器械,3,便携式血糖仪、快速检测卡等,医疗器械 / 体外诊断 (IVD) / POCT / 便携式血糖仪、快速检测卡等,0fe87047553280fccd789d2b22be337a,医疗器械 / 体外诊断 (IVD) / POCT,产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),POCT,便携式血糖仪、快速检测卡等,
a064965ff2d5c36984727c0e7754bde9,医疗器械,3,免疫分析仪、试剂等,医疗器械 / 体外诊断 (IVD) / 免疫 / 免疫分析仪、试剂等,77b2997d857b07a140c227d880981f5f,医疗器械 / 体外诊断 (IVD) / 免疫,产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),免疫,免疫分析仪、试剂等,
80dc50c32e024bbfe017cdccf24cd0f2,医疗器械,3,PCR仪、基因测序设备等,医疗器械 / 体外诊断 (IVD) / 分子 / PCR仪、基因测序设备等,13c63eaecd9a3566f432095867824a18,医疗器械 / 体外诊断 (IVD) / 分子,产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),分子,PCR仪、基因测序设备等,
6796ab6e7d481bb450c1f5cd05ec73a4,医疗器械,3,微生物检测系统、培养箱等,医疗器械 / 体外诊断 (IVD) / 微生物 / 微生物检测系统、培养箱等,fd84f875bd6a2432834293f471e42057,医疗器械 / 体外诊断 (IVD) / 微生物,产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),微生物,微生物检测系统、培养箱等,
98dad57412052ef107b2c57c723a769b,医疗器械,3,生化分析仪、试剂等,医疗器械 / 体外诊断 (IVD) / 生化 / 生化分析仪、试剂等,f3b2e7cc32b7267cffc95b3b94d33af8,医疗器械 / 体外诊断 (IVD) / 生化,产业标签-医疗器械分类及标签,迈瑞 Mindray（生化分析仪器）,医疗器械,体外诊断 (IVD),生化,生化分析仪、试剂等,
22f2f92653417680c1e31da10e5db3be,医疗器械,3,血球仪、尿液分析仪等,医疗器械 / 体外诊断 (IVD) / 血液、体液 / 血球仪、尿液分析仪等,8fa2cc4e1ffaf039fe873a3f5c7e1cd8,医疗器械 / 体外诊断 (IVD) / 血液、体液,产业标签-医疗器械分类及标签,,医疗器械,体外诊断 (IVD),血液、体液,血球仪、尿液分析仪等,
ccc15ab75320845d524aff97d97c64f2,医疗器械,3,电子血压计,医疗器械 / 家用医疗设备 / 健康检测 / 电子血压计,aa3510c80621daf5b8899ff63c13335d,医疗器械 / 家用医疗设备 / 健康检测,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,健康检测,电子血压计,
390cae00b973d64ec0de19b58c32eb27,医疗器械,3,助听器,医疗器械 / 家用医疗设备 / 助听设备 / 助听器,e493847ebd03cae389d6bc41bb755084,医疗器械 / 家用医疗设备 / 助听设备,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,助听设备,助听器,
39f53801991f0fb332da6e357b01c183,医疗器械,3,制氧机、呼吸机,医疗器械 / 家用医疗设备 / 呼吸治疗 / 制氧机、呼吸机,aa29ae805178f00b87aa9561ebc83c6b,医疗器械 / 家用医疗设备 / 呼吸治疗,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,呼吸治疗,制氧机、呼吸机,
b521dc799ec65a349f51bd16fd468ce2,医疗器械,3,血糖仪,医疗器械 / 家用医疗设备 / 血糖监测 / 血糖仪,d42737cd5da953e3f3b1b6ca5a6e97a2,医疗器械 / 家用医疗设备 / 血糖监测,产业标签-医疗器械分类及标签,,医疗器械,家用医疗设备,血糖监测,血糖仪,
369cd41fcb0e3f977cf91582c9ac4be3,医疗器械,3,运动康复、视听障碍康复,医疗器械 / 康复设备 / 康复机器人 / 运动康复、视听障碍康复,abbe5c6143917cf4f601f5e4183c179f,医疗器械 / 康复设备 / 康复机器人,产业标签-医疗器械分类及标签,,医疗器械,康复设备,康复机器人,运动康复、视听障碍康复,
c615f3d767cc2f9d3ceb77030b8562d5,医疗器械,3,声、光、电、磁疗,医疗器械 / 康复设备 / 物理治疗设备 / 声、光、电、磁疗,ec1b3d3475db50a8e17efadcb123a2a8,医疗器械 / 康复设备 / 物理治疗设备,产业标签-医疗器械分类及标签,,医疗器械,康复设备,物理治疗设备,声、光、电、磁疗,
2008c6a872f384d94f3ebcec193e19d0,医疗器械,3,CT、DR,医疗器械 / 影像设备 / X射线成像设备 / CT、DR,a3749d941477700e1d2cee079b87a85e,医疗器械 / 影像设备 / X射线成像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,X射线成像设备,CT、DR,
8ca751cf0e69e9ca3807510ca4ce0d9b,医疗器械,3,DSA,医疗器械 / 影像设备 / X射线成像设备 / DSA,a3749d941477700e1d2cee079b87a85e,医疗器械 / 影像设备 / X射线成像设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,X射线成像设备,DSA,
f47cbb0fb65177da4873e7b61f39a7a2,医疗器械,3,医用内窥镜,医疗器械 / 影像设备 / 内窥镜检查设备 / 医用内窥镜,e46da8f4c8abc1158849926c101f9666,医疗器械 / 影像设备 / 内窥镜检查设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,内窥镜检查设备,医用内窥镜,
8d8477a0fd0516a4a5ea09877ad20801,医疗器械,3,电凝切割内窥镜,医疗器械 / 影像设备 / 内窥镜检查设备 / 电凝切割内窥镜,e46da8f4c8abc1158849926c101f9666,医疗器械 / 影像设备 / 内窥镜检查设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,内窥镜检查设备,电凝切割内窥镜,
8e28dbee98ffff177b881edb738381e3,医疗器械,3,血管内超声诊断设备,医疗器械 / 影像设备 / 内窥镜检查设备 / 血管内超声诊断设备,e46da8f4c8abc1158849926c101f9666,医疗器械 / 影像设备 / 内窥镜检查设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,内窥镜检查设备,血管内超声诊断设备,
93c72ee7c4c763010e3006611c475da9,医疗器械,3,PET-CT,医疗器械 / 影像设备 / 核医学检查设备 / PET-CT,34ff3e1bcca9def5d37ef179125cde56,医疗器械 / 影像设备 / 核医学检查设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,核医学检查设备,PET-CT,
49f2b894f99a78560be335bd3937c652,医疗器械,3,MRI,医疗器械 / 影像设备 / 核磁共振设备 / MRI,baee6e381202a4e86d8f21aec27b991e,医疗器械 / 影像设备 / 核磁共振设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,核磁共振设备,MRI,
26f9cced694c77ce9e69f0eba6fdf5af,医疗器械,3,超声影像诊断设备,医疗器械 / 影像设备 / 超声诊断设备 / 超声影像诊断设备,b451b3572ca5e8aa18cbaf372fcc338b,医疗器械 / 影像设备 / 超声诊断设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,超声诊断设备,超声影像诊断设备,
5d88c34d4f47b146ec3d2a7bafafc5ec,医疗器械,3,超声血管流量计,医疗器械 / 影像设备 / 超声诊断设备 / 超声血管流量计,b451b3572ca5e8aa18cbaf372fcc338b,医疗器械 / 影像设备 / 超声诊断设备,产业标签-医疗器械分类及标签,,医疗器械,影像设备,超声诊断设备,超声血管流量计,
379773ce1016c966aae821713ad2cac2,医疗器械,3,泛血管介入手术机器人,医疗器械 / 治疗设备 / 手术机器人 / 泛血管介入手术机器人,a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械 / 治疗设备 / 手术机器人,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,泛血管介入手术机器人,
40ee28a991a42aabe0912a818b9430be,医疗器械,3,经皮穿刺手术机器人,医疗器械 / 治疗设备 / 手术机器人 / 经皮穿刺手术机器人,a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械 / 治疗设备 / 手术机器人,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,经皮穿刺手术机器人,
dfd1c53e5ade38bda6a6f32ac90c4ff8,医疗器械,3,经自然腔道手术机器人,医疗器械 / 治疗设备 / 手术机器人 / 经自然腔道手术机器人,a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械 / 治疗设备 / 手术机器人,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,经自然腔道手术机器人,
aac96d9df088fd8edd279cb7fe6582be,医疗器械,3,腔镜手术机器人,医疗器械 / 治疗设备 / 手术机器人 / 腔镜手术机器人,a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械 / 治疗设备 / 手术机器人,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,腔镜手术机器人,
c714af4bcb1ecb003c273d864d4f6291,医疗器械,3,骨科手术机器人,医疗器械 / 治疗设备 / 手术机器人 / 骨科手术机器人,a5cc3fcf0e71cf60d25379eb7ccd48f8,医疗器械 / 治疗设备 / 手术机器人,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,手术机器人,骨科手术机器人,
825fb302fc3c2e35108b9ac1e268ed50,医疗器械,3,放疗设备,医疗器械 / 治疗设备 / 放射设备 / 放疗设备,ecc285928b844552c1f307605220d1e9,医疗器械 / 治疗设备 / 放射设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,放射设备,放疗设备,
8a56ea17f69eb1bbb9b7b998d44f30d0,医疗器械,3,射频治疗设备,医疗器械 / 治疗设备 / 能量源设备 / 射频治疗设备,7d7a399a5a568e1f61215c35bcb1ce42,医疗器械 / 治疗设备 / 能量源设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,能量源设备,射频治疗设备,
1fadd0d34d3b390803a04b506d1f9902,医疗器械,3,激光治疗设备,医疗器械 / 治疗设备 / 能量源设备 / 激光治疗设备,7d7a399a5a568e1f61215c35bcb1ce42,医疗器械 / 治疗设备 / 能量源设备,产业标签-医疗器械分类及标签,,医疗器械,治疗设备,能量源设备,激光治疗设备,
